NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,pre_prac_key.duration,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,training_intro_key.duration,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,intro_continue.duration,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,key_resp_end_prac.duration,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped,total_correct_AC,passed,participant
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,112,NA,[],96,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,N_ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1565.5069999999998,NA,NA,NA,1571.344,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,112,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0302_ii_3_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.366999999999962],2025-07-15_19h49.18.172,95,NA,[3.366999999999962],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,113,NA,[3.074999999999818],54,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,N_ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.074999999999818],NA,1571.359,NA,NA,NA,1576.911,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,113,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0478_i_5_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_19h49.18.172,53,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,114,NA,[],77,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1576.928,NA,NA,NA,1581.744,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,114,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0061_v4_6_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.3479999999999563],2025-07-15_19h49.18.172,76,NA,[2.3479999999999563],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,115,NA,[],75,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1581.753,NA,NA,NA,1586.706,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,115,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0056_v4_6_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.463999999999942],2025-07-15_19h49.18.172,74,NA,[2.463999999999942],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,116,NA,[],86,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1586.719,NA,NA,NA,1592.575,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,116,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0105_v1_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.367999999999938],2025-07-15_19h49.18.172,85,NA,[3.367999999999938],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.45,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,117,NA,[],124,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,AC,NA,NA,60.09615384615595,NA,1,NA,NA,NA,NA,NA,NA,[5.872000000000071],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please IGNORE the following ECG and click on the centre of the visualisation.,NA,[],NA,1592.59,NA,NA,NA,1598.448,NA,-0.65,0,NA,-0.45,[5.872000000000071],red,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,117,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0491_v6_1_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_19h49.18.172,123,NA,[],0,AC,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,118,NA,[],104,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,N_ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1598.4589999999998,NA,NA,NA,1605.571,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,118,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0462_v1_4_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[4.628999999999905],2025-07-15_19h49.18.172,103,NA,[4.628999999999905],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,119,NA,[],105,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,N_ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1605.58,NA,NA,NA,1611.065,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,119,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0465_avf_4_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.994000000000142],2025-07-15_19h49.18.172,104,NA,[2.994000000000142],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.45,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,120,NA,[],122,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,AC,NA,NA,60.09615384615595,NA,1,NA,NA,NA,NA,NA,NA,[4.7009999999997945],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please IGNORE the following ECG and click on the centre of the visualisation.,NA,[],NA,1611.078,NA,NA,NA,1615.767,NA,-0.65,0,NA,-0.45,[4.7009999999997945],red,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,120,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0478_v6_1_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_19h49.18.172,121,NA,[],0,AC,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,121,NA,[],61,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1615.777,NA,NA,NA,1620.823,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,121,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_0446_v4_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.564999999999827],2025-07-15_19h49.18.172,60,NA,[2.564999999999827],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,122,NA,[],74,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1620.8339999999998,NA,NA,NA,1626.088,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,122,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0051_v1_1_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.7660000000000764],2025-07-15_19h49.18.172,73,NA,[2.7660000000000764],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,123,NA,[],4,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1626.104,NA,NA,NA,1631.065,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,123,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0022_v1_3_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.484000000000151],2025-07-15_19h49.18.172,3,NA,[2.484000000000151],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,124,NA,[3.298000000000002],40,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,N_ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.298000000000002],NA,1631.08,NA,NA,NA,1636.858,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,124,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0363_v4_2_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_19h49.18.172,39,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,125,NA,[],89,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1636.869,NA,NA,NA,1642.618,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,125,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0210_v1_4_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.26299999999992],2025-07-15_19h49.18.172,88,NA,[3.26299999999992],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿-0.425,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,126,NA,[4.346000000000004],18,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,ST,NA,NA,60.09615384615595,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[4.346000000000004],NA,1642.628,NA,NA,NA,1649.462,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,126,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0064_avr_2_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_19h49.18.172,17,NA,[],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,61
﻿-0.45,NA,NA,1,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,127,NA,[],123,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,AC,NA,NA,60.09615384615595,NA,1,NA,NA,NA,NA,NA,NA,[4.096000000000004],NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,Please IGNORE the following ECG and click on the centre of the visualisation.,NA,[],NA,1649.476,NA,NA,NA,1653.558,NA,0.65,0,NA,-0.45,[4.096000000000004],red,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,127,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0107_v1_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_19h49.18.172,122,NA,[],0,AC,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,61
﻿,NA,1653.562,NA,846081,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,6876938e82a53e2e0aed8b40,NA,001,NA,NA,NA,NA,NA,NA,60.09615384615595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_19h47.30.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_19h49.18.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,1657.496,8,TRUE,61
﻿,NA,NA,NA,109332,NA,NA,space,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,687695b15963ff557fd321ff,NA,001,NA,NA,NA,NA,NA,NA,56.81818181818652,NA,NA,NA,NA,NA,7.372499999999995,NA,NA,NA,NA,NA,NA,NA,2025-07-15_13h54.32.851,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01930000001192411,NA,2025-07-15_13h55.00.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,6.342699999988074,NA,NA,NA,NA,8,TRUE,63
﻿,216.2541999999881,NA,NA,109332,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,213.974,NA,NA,NA,NA,NA,NA,687695b15963ff557fd321ff,NA,001,NA,NA,223.14669999998807,NA,NA,NA,56.81818181818652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_13h54.32.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.25369999998807,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_13h55.00.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,8,TRUE,63
﻿,NA,NA,NA,109332,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,687695b15963ff557fd321ff,NA,001,NA,NA,NA,NA,NA,NA,56.81818181818652,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_13h54.32.851,NA,NA,NA,NA,NA,NA,Male,223.1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_13h55.00.767,NA,NA,NA,NA,NA,232.11519999998805,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,8,TRUE,63
﻿,NA,NA,NA,109332,238.837,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,687695b15963ff557fd321ff,NA,001,NA,NA,NA,NA,NA,NA,56.81818181818652,NA,NA,NA,1.677899999976148,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_13h54.32.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,232.1156999999881,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,2025-07-15_13h55.00.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,8,TRUE,63
﻿,NA,NA,NA,109332,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,687695b15963ff557fd321ff,NA,001,NA,NA,NA,NA,NA,NA,56.81818181818652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,space,NA,2025-07-15_13h54.32.851,NA,NA,479.043800000012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.28769999998815,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_13h55.00.767,NA,NA,NA,NA,NA,NA,NA,3.2100000000000932,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,8,TRUE,63
﻿,NA,NA,NA,109332,NA,NA,NA,NA,68766fd199ac5101833eeb20,[2.78449999999998],NA,NA,NA,[],NA,NA,3.3119000000358483,NA,687695b15963ff557fd321ff,NA,001,NA,0,NA,NA,NA,0,56.81818181818652,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2025-07-15_13h54.32.851,"This image does not show signs of ST-elevation, as the ST-segment is not elevated above 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,485.3025000000001,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,0.801425662,NA,NA,1,exp_resources/practice_feedback_trials/practice_1_noST.png,NA,0.5,NA,[2.8831000000238873],NA,0,494.4058000000121,NA,[],NA,NA,2025-07-15_13h55.00.767,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,space,1,NA,8,TRUE,63
﻿,NA,NA,NA,109332,NA,NA,NA,NA,68766fd199ac5101833eeb20,[2.1504999999999654],NA,NA,NA,[],NA,NA,1.8109000000357585,NA,687695b15963ff557fd321ff,NA,001,NA,1,NA,NA,NA,1,56.81818181818652,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2025-07-15_13h54.32.851,"This image does not show signs of ST-elevation, as the ST-segment is not elevated above 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,494.412,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,0.801425662,NA,NA,1,exp_resources/practice_feedback_trials/practice_2_noST.png,NA,0.5,NA,[2.266199999988089],NA,1,501.38630000001206,NA,[],NA,NA,2025-07-15_13h55.00.767,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,space,2,NA,8,TRUE,63
﻿,NA,NA,NA,109332,NA,NA,NA,NA,68766fd199ac5101833eeb20,[],NA,NA,NA,[3.39650000000006],NA,NA,2.1970000000000027,NA,687695b15963ff557fd321ff,NA,001,NA,2,NA,NA,NA,2,56.81818181818652,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2025-07-15_13h54.32.851,"This image does show signs of ST-elevation, because the ST-segment is elevated at the J-point by at least 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,501.38850000000014,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,0.801425662,NA,NA,0,exp_resources/practice_feedback_trials/practice_3_ST.png,NA,0.5,NA,[],NA,2,509.8730000000001,NA,[3.2843000000119673],NA,NA,2025-07-15_13h55.00.767,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,space,3,NA,8,TRUE,63
﻿,NA,NA,NA,109332,NA,NA,NA,NA,68766fd199ac5101833eeb20,[],NA,NA,NA,[4.817399999976146],NA,NA,5.150699999988092,NA,687695b15963ff557fd321ff,NA,001,NA,3,NA,NA,NA,3,56.81818181818652,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2025-07-15_13h54.32.851,"This image does show signs of ST-elevation, because the ST-segment is elevated at the J-point by at least 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,509.882300000012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,0.801425662,NA,NA,0,exp_resources/practice_feedback_trials/practice_4_ST.png,NA,0.5,NA,[],NA,3,522.7038999999762,NA,[4.6526999999880445],NA,NA,2025-07-15_13h55.00.767,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,space,4,NA,8,TRUE,63
﻿,NA,NA,NA,109332,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,1.7141999999881818,NA,NA,NA,NA,NA,NA,NA,687695b15963ff557fd321ff,NA,001,525.4541999999882,NA,NA,NA,NA,NA,56.81818181818652,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_13h54.32.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,522.7045999999643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_13h55.00.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,8,TRUE,63
﻿,NA,NA,NA,109332,NA,0,NA,[],68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,687695b15963ff557fd321ff,NA,001,NA,NA,NA,NA,[],NA,56.81818181818652,532.3543999999763,NA,NA,NA,NA,NA,NA,0,NA,0.8508000000119864,NA,NA,space,2025-07-15_13h54.32.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,525.4578999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,2025-07-15_13h55.00.767,NA,NA,NA,NA,NA,NA,NA,NA,[],ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,8,TRUE,63
